market,category,split,array_index,history_start,origin_week,forecast_origin,target_start,target_end,dataset_version,dataset_status
JP,cultural_heritage,train,859,2015-07-05,2016-06-26,2016-07-03 00:00:00+00:00,2016-07-03,2016-09-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,860,2015-07-12,2016-07-03,2016-07-10 00:00:00+00:00,2016-07-10,2016-09-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,861,2015-07-19,2016-07-10,2016-07-17 00:00:00+00:00,2016-07-17,2016-10-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,862,2015-07-26,2016-07-17,2016-07-24 00:00:00+00:00,2016-07-24,2016-10-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,863,2015-08-02,2016-07-24,2016-07-31 00:00:00+00:00,2016-07-31,2016-10-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,864,2015-08-09,2016-07-31,2016-08-07 00:00:00+00:00,2016-08-07,2016-10-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,865,2015-08-16,2016-08-07,2016-08-14 00:00:00+00:00,2016-08-14,2016-10-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,866,2015-08-23,2016-08-14,2016-08-21 00:00:00+00:00,2016-08-21,2016-11-06,demand-v2-provisional,provisional
JP,cultural_heritage,train,867,2015-08-30,2016-08-21,2016-08-28 00:00:00+00:00,2016-08-28,2016-11-13,demand-v2-provisional,provisional
JP,cultural_heritage,train,868,2015-09-06,2016-08-28,2016-09-04 00:00:00+00:00,2016-09-04,2016-11-20,demand-v2-provisional,provisional
JP,cultural_heritage,train,869,2015-09-13,2016-09-04,2016-09-11 00:00:00+00:00,2016-09-11,2016-11-27,demand-v2-provisional,provisional
JP,cultural_heritage,train,870,2015-09-20,2016-09-11,2016-09-18 00:00:00+00:00,2016-09-18,2016-12-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,871,2015-09-27,2016-09-18,2016-09-25 00:00:00+00:00,2016-09-25,2016-12-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,872,2015-10-04,2016-09-25,2016-10-02 00:00:00+00:00,2016-10-02,2016-12-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,873,2015-10-11,2016-10-02,2016-10-09 00:00:00+00:00,2016-10-09,2016-12-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,874,2015-10-18,2016-10-09,2016-10-16 00:00:00+00:00,2016-10-16,2017-01-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,875,2015-10-25,2016-10-16,2016-10-23 00:00:00+00:00,2016-10-23,2017-01-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,876,2015-11-01,2016-10-23,2016-10-30 00:00:00+00:00,2016-10-30,2017-01-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,877,2015-11-08,2016-10-30,2016-11-06 00:00:00+00:00,2016-11-06,2017-01-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,878,2015-11-15,2016-11-06,2016-11-13 00:00:00+00:00,2016-11-13,2017-01-29,demand-v2-provisional,provisional
JP,cultural_heritage,train,879,2015-11-22,2016-11-13,2016-11-20 00:00:00+00:00,2016-11-20,2017-02-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,880,2015-11-29,2016-11-20,2016-11-27 00:00:00+00:00,2016-11-27,2017-02-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,881,2015-12-06,2016-11-27,2016-12-04 00:00:00+00:00,2016-12-04,2017-02-19,demand-v2-provisional,provisional
JP,cultural_heritage,train,882,2015-12-13,2016-12-04,2016-12-11 00:00:00+00:00,2016-12-11,2017-02-26,demand-v2-provisional,provisional
JP,cultural_heritage,train,883,2015-12-20,2016-12-11,2016-12-18 00:00:00+00:00,2016-12-18,2017-03-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,884,2015-12-27,2016-12-18,2016-12-25 00:00:00+00:00,2016-12-25,2017-03-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,885,2016-01-03,2016-12-25,2017-01-01 00:00:00+00:00,2017-01-01,2017-03-19,demand-v2-provisional,provisional
JP,cultural_heritage,train,886,2016-01-10,2017-01-01,2017-01-08 00:00:00+00:00,2017-01-08,2017-03-26,demand-v2-provisional,provisional
JP,cultural_heritage,train,887,2016-01-17,2017-01-08,2017-01-15 00:00:00+00:00,2017-01-15,2017-04-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,888,2016-01-24,2017-01-15,2017-01-22 00:00:00+00:00,2017-01-22,2017-04-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,889,2016-01-31,2017-01-22,2017-01-29 00:00:00+00:00,2017-01-29,2017-04-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,890,2016-02-07,2017-01-29,2017-02-05 00:00:00+00:00,2017-02-05,2017-04-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,891,2016-02-14,2017-02-05,2017-02-12 00:00:00+00:00,2017-02-12,2017-04-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,892,2016-02-21,2017-02-12,2017-02-19 00:00:00+00:00,2017-02-19,2017-05-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,893,2016-02-28,2017-02-19,2017-02-26 00:00:00+00:00,2017-02-26,2017-05-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,894,2016-03-06,2017-02-26,2017-03-05 00:00:00+00:00,2017-03-05,2017-05-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,895,2016-03-13,2017-03-05,2017-03-12 00:00:00+00:00,2017-03-12,2017-05-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,896,2016-03-20,2017-03-12,2017-03-19 00:00:00+00:00,2017-03-19,2017-06-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,897,2016-03-27,2017-03-19,2017-03-26 00:00:00+00:00,2017-03-26,2017-06-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,898,2016-04-03,2017-03-26,2017-04-02 00:00:00+00:00,2017-04-02,2017-06-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,899,2016-04-10,2017-04-02,2017-04-09 00:00:00+00:00,2017-04-09,2017-06-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,900,2016-04-17,2017-04-09,2017-04-16 00:00:00+00:00,2017-04-16,2017-07-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,901,2016-04-24,2017-04-16,2017-04-23 00:00:00+00:00,2017-04-23,2017-07-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,902,2016-05-01,2017-04-23,2017-04-30 00:00:00+00:00,2017-04-30,2017-07-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,903,2016-05-08,2017-04-30,2017-05-07 00:00:00+00:00,2017-05-07,2017-07-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,904,2016-05-15,2017-05-07,2017-05-14 00:00:00+00:00,2017-05-14,2017-07-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,905,2016-05-22,2017-05-14,2017-05-21 00:00:00+00:00,2017-05-21,2017-08-06,demand-v2-provisional,provisional
JP,cultural_heritage,train,906,2016-05-29,2017-05-21,2017-05-28 00:00:00+00:00,2017-05-28,2017-08-13,demand-v2-provisional,provisional
JP,cultural_heritage,train,907,2016-06-05,2017-05-28,2017-06-04 00:00:00+00:00,2017-06-04,2017-08-20,demand-v2-provisional,provisional
JP,cultural_heritage,train,908,2016-06-12,2017-06-04,2017-06-11 00:00:00+00:00,2017-06-11,2017-08-27,demand-v2-provisional,provisional
JP,cultural_heritage,train,909,2016-06-19,2017-06-11,2017-06-18 00:00:00+00:00,2017-06-18,2017-09-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,910,2016-06-26,2017-06-18,2017-06-25 00:00:00+00:00,2017-06-25,2017-09-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,911,2016-07-03,2017-06-25,2017-07-02 00:00:00+00:00,2017-07-02,2017-09-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,912,2016-07-10,2017-07-02,2017-07-09 00:00:00+00:00,2017-07-09,2017-09-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,913,2016-07-17,2017-07-09,2017-07-16 00:00:00+00:00,2017-07-16,2017-10-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,914,2016-07-24,2017-07-16,2017-07-23 00:00:00+00:00,2017-07-23,2017-10-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,915,2016-07-31,2017-07-23,2017-07-30 00:00:00+00:00,2017-07-30,2017-10-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,916,2016-08-07,2017-07-30,2017-08-06 00:00:00+00:00,2017-08-06,2017-10-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,917,2016-08-14,2017-08-06,2017-08-13 00:00:00+00:00,2017-08-13,2017-10-29,demand-v2-provisional,provisional
JP,cultural_heritage,train,918,2016-08-21,2017-08-13,2017-08-20 00:00:00+00:00,2017-08-20,2017-11-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,919,2016-08-28,2017-08-20,2017-08-27 00:00:00+00:00,2017-08-27,2017-11-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,920,2016-09-04,2017-08-27,2017-09-03 00:00:00+00:00,2017-09-03,2017-11-19,demand-v2-provisional,provisional
JP,cultural_heritage,train,921,2016-09-11,2017-09-03,2017-09-10 00:00:00+00:00,2017-09-10,2017-11-26,demand-v2-provisional,provisional
JP,cultural_heritage,train,922,2016-09-18,2017-09-10,2017-09-17 00:00:00+00:00,2017-09-17,2017-12-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,923,2016-09-25,2017-09-17,2017-09-24 00:00:00+00:00,2017-09-24,2017-12-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,924,2016-10-02,2017-09-24,2017-10-01 00:00:00+00:00,2017-10-01,2017-12-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,925,2016-10-09,2017-10-01,2017-10-08 00:00:00+00:00,2017-10-08,2017-12-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,926,2016-10-16,2017-10-08,2017-10-15 00:00:00+00:00,2017-10-15,2017-12-31,demand-v2-provisional,provisional
JP,cultural_heritage,train,927,2016-10-23,2017-10-15,2017-10-22 00:00:00+00:00,2017-10-22,2018-01-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,928,2016-10-30,2017-10-22,2017-10-29 00:00:00+00:00,2017-10-29,2018-01-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,929,2016-11-06,2017-10-29,2017-11-05 00:00:00+00:00,2017-11-05,2018-01-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,930,2016-11-13,2017-11-05,2017-11-12 00:00:00+00:00,2017-11-12,2018-01-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,931,2016-11-20,2017-11-12,2017-11-19 00:00:00+00:00,2017-11-19,2018-02-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,932,2016-11-27,2017-11-19,2017-11-26 00:00:00+00:00,2017-11-26,2018-02-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,933,2016-12-04,2017-11-26,2017-12-03 00:00:00+00:00,2017-12-03,2018-02-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,934,2016-12-11,2017-12-03,2017-12-10 00:00:00+00:00,2017-12-10,2018-02-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,935,2016-12-18,2017-12-10,2017-12-17 00:00:00+00:00,2017-12-17,2018-03-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,936,2016-12-25,2017-12-17,2017-12-24 00:00:00+00:00,2017-12-24,2018-03-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,937,2017-01-01,2017-12-24,2017-12-31 00:00:00+00:00,2017-12-31,2018-03-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,938,2017-01-08,2017-12-31,2018-01-07 00:00:00+00:00,2018-01-07,2018-03-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,939,2017-01-15,2018-01-07,2018-01-14 00:00:00+00:00,2018-01-14,2018-04-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,940,2017-01-22,2018-01-14,2018-01-21 00:00:00+00:00,2018-01-21,2018-04-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,941,2017-01-29,2018-01-21,2018-01-28 00:00:00+00:00,2018-01-28,2018-04-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,942,2017-02-05,2018-01-28,2018-02-04 00:00:00+00:00,2018-02-04,2018-04-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,943,2017-02-12,2018-02-04,2018-02-11 00:00:00+00:00,2018-02-11,2018-04-29,demand-v2-provisional,provisional
JP,cultural_heritage,train,944,2017-02-19,2018-02-11,2018-02-18 00:00:00+00:00,2018-02-18,2018-05-06,demand-v2-provisional,provisional
JP,cultural_heritage,train,945,2017-02-26,2018-02-18,2018-02-25 00:00:00+00:00,2018-02-25,2018-05-13,demand-v2-provisional,provisional
JP,cultural_heritage,train,946,2017-03-05,2018-02-25,2018-03-04 00:00:00+00:00,2018-03-04,2018-05-20,demand-v2-provisional,provisional
JP,cultural_heritage,train,947,2017-03-12,2018-03-04,2018-03-11 00:00:00+00:00,2018-03-11,2018-05-27,demand-v2-provisional,provisional
JP,cultural_heritage,train,948,2017-03-19,2018-03-11,2018-03-18 00:00:00+00:00,2018-03-18,2018-06-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,949,2017-03-26,2018-03-18,2018-03-25 00:00:00+00:00,2018-03-25,2018-06-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,950,2017-04-02,2018-03-25,2018-04-01 00:00:00+00:00,2018-04-01,2018-06-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,951,2017-04-09,2018-04-01,2018-04-08 00:00:00+00:00,2018-04-08,2018-06-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,952,2017-04-16,2018-04-08,2018-04-15 00:00:00+00:00,2018-04-15,2018-07-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,953,2017-04-23,2018-04-15,2018-04-22 00:00:00+00:00,2018-04-22,2018-07-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,954,2017-04-30,2018-04-22,2018-04-29 00:00:00+00:00,2018-04-29,2018-07-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,955,2017-05-07,2018-04-29,2018-05-06 00:00:00+00:00,2018-05-06,2018-07-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,956,2017-05-14,2018-05-06,2018-05-13 00:00:00+00:00,2018-05-13,2018-07-29,demand-v2-provisional,provisional
JP,cultural_heritage,train,957,2017-05-21,2018-05-13,2018-05-20 00:00:00+00:00,2018-05-20,2018-08-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,958,2017-05-28,2018-05-20,2018-05-27 00:00:00+00:00,2018-05-27,2018-08-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,959,2017-06-04,2018-05-27,2018-06-03 00:00:00+00:00,2018-06-03,2018-08-19,demand-v2-provisional,provisional
JP,cultural_heritage,train,960,2017-06-11,2018-06-03,2018-06-10 00:00:00+00:00,2018-06-10,2018-08-26,demand-v2-provisional,provisional
JP,cultural_heritage,train,961,2017-06-18,2018-06-10,2018-06-17 00:00:00+00:00,2018-06-17,2018-09-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,962,2017-06-25,2018-06-17,2018-06-24 00:00:00+00:00,2018-06-24,2018-09-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,963,2017-07-02,2018-06-24,2018-07-01 00:00:00+00:00,2018-07-01,2018-09-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,964,2017-07-09,2018-07-01,2018-07-08 00:00:00+00:00,2018-07-08,2018-09-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,965,2017-07-16,2018-07-08,2018-07-15 00:00:00+00:00,2018-07-15,2018-09-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,966,2017-07-23,2018-07-15,2018-07-22 00:00:00+00:00,2018-07-22,2018-10-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,967,2017-07-30,2018-07-22,2018-07-29 00:00:00+00:00,2018-07-29,2018-10-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,968,2017-08-06,2018-07-29,2018-08-05 00:00:00+00:00,2018-08-05,2018-10-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,969,2017-08-13,2018-08-05,2018-08-12 00:00:00+00:00,2018-08-12,2018-10-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,970,2017-08-20,2018-08-12,2018-08-19 00:00:00+00:00,2018-08-19,2018-11-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,971,2017-08-27,2018-08-19,2018-08-26 00:00:00+00:00,2018-08-26,2018-11-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,972,2017-09-03,2018-08-26,2018-09-02 00:00:00+00:00,2018-09-02,2018-11-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,973,2017-09-10,2018-09-02,2018-09-09 00:00:00+00:00,2018-09-09,2018-11-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,974,2017-09-17,2018-09-09,2018-09-16 00:00:00+00:00,2018-09-16,2018-12-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,975,2017-09-24,2018-09-16,2018-09-23 00:00:00+00:00,2018-09-23,2018-12-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,976,2017-10-01,2018-09-23,2018-09-30 00:00:00+00:00,2018-09-30,2018-12-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,977,2017-10-08,2018-09-30,2018-10-07 00:00:00+00:00,2018-10-07,2018-12-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,978,2017-10-15,2018-10-07,2018-10-14 00:00:00+00:00,2018-10-14,2018-12-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,979,2017-10-22,2018-10-14,2018-10-21 00:00:00+00:00,2018-10-21,2019-01-06,demand-v2-provisional,provisional
JP,cultural_heritage,train,980,2017-10-29,2018-10-21,2018-10-28 00:00:00+00:00,2018-10-28,2019-01-13,demand-v2-provisional,provisional
JP,cultural_heritage,train,981,2017-11-05,2018-10-28,2018-11-04 00:00:00+00:00,2018-11-04,2019-01-20,demand-v2-provisional,provisional
JP,cultural_heritage,train,982,2017-11-12,2018-11-04,2018-11-11 00:00:00+00:00,2018-11-11,2019-01-27,demand-v2-provisional,provisional
JP,cultural_heritage,train,983,2017-11-19,2018-11-11,2018-11-18 00:00:00+00:00,2018-11-18,2019-02-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,984,2017-11-26,2018-11-18,2018-11-25 00:00:00+00:00,2018-11-25,2019-02-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,985,2017-12-03,2018-11-25,2018-12-02 00:00:00+00:00,2018-12-02,2019-02-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,986,2017-12-10,2018-12-02,2018-12-09 00:00:00+00:00,2018-12-09,2019-02-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,987,2017-12-17,2018-12-09,2018-12-16 00:00:00+00:00,2018-12-16,2019-03-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,988,2017-12-24,2018-12-16,2018-12-23 00:00:00+00:00,2018-12-23,2019-03-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,989,2017-12-31,2018-12-23,2018-12-30 00:00:00+00:00,2018-12-30,2019-03-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,990,2018-01-07,2018-12-30,2019-01-06 00:00:00+00:00,2019-01-06,2019-03-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,991,2018-01-14,2019-01-06,2019-01-13 00:00:00+00:00,2019-01-13,2019-03-31,demand-v2-provisional,provisional
JP,cultural_heritage,train,992,2018-01-21,2019-01-13,2019-01-20 00:00:00+00:00,2019-01-20,2019-04-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,993,2018-01-28,2019-01-20,2019-01-27 00:00:00+00:00,2019-01-27,2019-04-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,994,2018-02-04,2019-01-27,2019-02-03 00:00:00+00:00,2019-02-03,2019-04-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,995,2018-02-11,2019-02-03,2019-02-10 00:00:00+00:00,2019-02-10,2019-04-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,996,2018-02-18,2019-02-10,2019-02-17 00:00:00+00:00,2019-02-17,2019-05-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,997,2018-02-25,2019-02-17,2019-02-24 00:00:00+00:00,2019-02-24,2019-05-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,998,2018-03-04,2019-02-24,2019-03-03 00:00:00+00:00,2019-03-03,2019-05-19,demand-v2-provisional,provisional
JP,cultural_heritage,train,999,2018-03-11,2019-03-03,2019-03-10 00:00:00+00:00,2019-03-10,2019-05-26,demand-v2-provisional,provisional
JP,cultural_heritage,train,1000,2018-03-18,2019-03-10,2019-03-17 00:00:00+00:00,2019-03-17,2019-06-02,demand-v2-provisional,provisional
JP,cultural_heritage,train,1001,2018-03-25,2019-03-17,2019-03-24 00:00:00+00:00,2019-03-24,2019-06-09,demand-v2-provisional,provisional
JP,cultural_heritage,train,1002,2018-04-01,2019-03-24,2019-03-31 00:00:00+00:00,2019-03-31,2019-06-16,demand-v2-provisional,provisional
JP,cultural_heritage,train,1003,2018-04-08,2019-03-31,2019-04-07 00:00:00+00:00,2019-04-07,2019-06-23,demand-v2-provisional,provisional
JP,cultural_heritage,train,1004,2018-04-15,2019-04-07,2019-04-14 00:00:00+00:00,2019-04-14,2019-06-30,demand-v2-provisional,provisional
JP,cultural_heritage,train,1005,2018-04-22,2019-04-14,2019-04-21 00:00:00+00:00,2019-04-21,2019-07-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,1006,2018-04-29,2019-04-21,2019-04-28 00:00:00+00:00,2019-04-28,2019-07-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,1007,2018-05-06,2019-04-28,2019-05-05 00:00:00+00:00,2019-05-05,2019-07-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,1008,2018-05-13,2019-05-05,2019-05-12 00:00:00+00:00,2019-05-12,2019-07-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,1009,2018-05-20,2019-05-12,2019-05-19 00:00:00+00:00,2019-05-19,2019-08-04,demand-v2-provisional,provisional
JP,cultural_heritage,train,1010,2018-05-27,2019-05-19,2019-05-26 00:00:00+00:00,2019-05-26,2019-08-11,demand-v2-provisional,provisional
JP,cultural_heritage,train,1011,2018-06-03,2019-05-26,2019-06-02 00:00:00+00:00,2019-06-02,2019-08-18,demand-v2-provisional,provisional
JP,cultural_heritage,train,1012,2018-06-10,2019-06-02,2019-06-09 00:00:00+00:00,2019-06-09,2019-08-25,demand-v2-provisional,provisional
JP,cultural_heritage,train,1013,2018-06-17,2019-06-09,2019-06-16 00:00:00+00:00,2019-06-16,2019-09-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,1014,2018-06-24,2019-06-16,2019-06-23 00:00:00+00:00,2019-06-23,2019-09-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,1015,2018-07-01,2019-06-23,2019-06-30 00:00:00+00:00,2019-06-30,2019-09-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,1016,2018-07-08,2019-06-30,2019-07-07 00:00:00+00:00,2019-07-07,2019-09-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,1017,2018-07-15,2019-07-07,2019-07-14 00:00:00+00:00,2019-07-14,2019-09-29,demand-v2-provisional,provisional
JP,cultural_heritage,train,1018,2018-07-22,2019-07-14,2019-07-21 00:00:00+00:00,2019-07-21,2019-10-06,demand-v2-provisional,provisional
JP,cultural_heritage,train,1019,2018-07-29,2019-07-21,2019-07-28 00:00:00+00:00,2019-07-28,2019-10-13,demand-v2-provisional,provisional
JP,cultural_heritage,train,1020,2018-08-05,2019-07-28,2019-08-04 00:00:00+00:00,2019-08-04,2019-10-20,demand-v2-provisional,provisional
JP,cultural_heritage,train,1021,2018-08-12,2019-08-04,2019-08-11 00:00:00+00:00,2019-08-11,2019-10-27,demand-v2-provisional,provisional
JP,cultural_heritage,train,1022,2018-08-19,2019-08-11,2019-08-18 00:00:00+00:00,2019-08-18,2019-11-03,demand-v2-provisional,provisional
JP,cultural_heritage,train,1023,2018-08-26,2019-08-18,2019-08-25 00:00:00+00:00,2019-08-25,2019-11-10,demand-v2-provisional,provisional
JP,cultural_heritage,train,1024,2018-09-02,2019-08-25,2019-09-01 00:00:00+00:00,2019-09-01,2019-11-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,1025,2018-09-09,2019-09-01,2019-09-08 00:00:00+00:00,2019-09-08,2019-11-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,1026,2018-09-16,2019-09-08,2019-09-15 00:00:00+00:00,2019-09-15,2019-12-01,demand-v2-provisional,provisional
JP,cultural_heritage,train,1027,2018-09-23,2019-09-15,2019-09-22 00:00:00+00:00,2019-09-22,2019-12-08,demand-v2-provisional,provisional
JP,cultural_heritage,train,1028,2018-09-30,2019-09-22,2019-09-29 00:00:00+00:00,2019-09-29,2019-12-15,demand-v2-provisional,provisional
JP,cultural_heritage,train,1029,2018-10-07,2019-09-29,2019-10-06 00:00:00+00:00,2019-10-06,2019-12-22,demand-v2-provisional,provisional
JP,cultural_heritage,train,1030,2023-01-01,2023-12-24,2023-12-31 00:00:00+00:00,2023-12-31,2024-03-17,demand-v2-provisional,provisional
JP,cultural_heritage,train,1031,2023-01-08,2023-12-31,2024-01-07 00:00:00+00:00,2024-01-07,2024-03-24,demand-v2-provisional,provisional
JP,cultural_heritage,train,1032,2023-01-15,2024-01-07,2024-01-14 00:00:00+00:00,2024-01-14,2024-03-31,demand-v2-provisional,provisional
JP,cultural_heritage,train,1033,2023-01-22,2024-01-14,2024-01-21 00:00:00+00:00,2024-01-21,2024-04-07,demand-v2-provisional,provisional
JP,cultural_heritage,train,1034,2023-01-29,2024-01-21,2024-01-28 00:00:00+00:00,2024-01-28,2024-04-14,demand-v2-provisional,provisional
JP,cultural_heritage,train,1035,2023-02-05,2024-01-28,2024-02-04 00:00:00+00:00,2024-02-04,2024-04-21,demand-v2-provisional,provisional
JP,cultural_heritage,train,1036,2023-02-12,2024-02-04,2024-02-11 00:00:00+00:00,2024-02-11,2024-04-28,demand-v2-provisional,provisional
JP,cultural_heritage,train,1037,2023-02-19,2024-02-11,2024-02-18 00:00:00+00:00,2024-02-18,2024-05-05,demand-v2-provisional,provisional
JP,cultural_heritage,train,1038,2023-02-26,2024-02-18,2024-02-25 00:00:00+00:00,2024-02-25,2024-05-12,demand-v2-provisional,provisional
JP,cultural_heritage,train,1039,2023-03-05,2024-02-25,2024-03-03 00:00:00+00:00,2024-03-03,2024-05-19,demand-v2-provisional,provisional
JP,cultural_heritage,validation,124,2023-05-28,2024-05-19,2024-05-26 00:00:00+00:00,2024-05-26,2024-08-11,demand-v2-provisional,provisional
JP,cultural_heritage,validation,125,2023-06-04,2024-05-26,2024-06-02 00:00:00+00:00,2024-06-02,2024-08-18,demand-v2-provisional,provisional
JP,cultural_heritage,validation,126,2023-06-11,2024-06-02,2024-06-09 00:00:00+00:00,2024-06-09,2024-08-25,demand-v2-provisional,provisional
JP,cultural_heritage,validation,127,2023-06-18,2024-06-09,2024-06-16 00:00:00+00:00,2024-06-16,2024-09-01,demand-v2-provisional,provisional
JP,cultural_heritage,validation,128,2023-06-25,2024-06-16,2024-06-23 00:00:00+00:00,2024-06-23,2024-09-08,demand-v2-provisional,provisional
JP,cultural_heritage,validation,129,2023-07-02,2024-06-23,2024-06-30 00:00:00+00:00,2024-06-30,2024-09-15,demand-v2-provisional,provisional
