market,category,split,reason,origin_week
JP,theme_parks_entertainment,train,target_crosses_split,2024-03-17
JP,theme_parks_entertainment,train,target_crosses_split,2024-03-24
JP,theme_parks_entertainment,train,target_crosses_split,2024-03-31
JP,theme_parks_entertainment,train,target_crosses_split,2024-04-07
JP,theme_parks_entertainment,train,target_crosses_split,2024-04-14
JP,theme_parks_entertainment,train,target_crosses_split,2024-04-21
JP,theme_parks_entertainment,train,target_crosses_split,2024-04-28
JP,theme_parks_entertainment,train,target_crosses_split,2024-05-05
JP,theme_parks_entertainment,train,target_crosses_split,2024-05-12
JP,theme_parks_entertainment,validation,target_crosses_split,2024-12-22
JP,theme_parks_entertainment,validation,target_crosses_split,2024-12-29
JP,theme_parks_entertainment,validation,target_crosses_split,2025-01-05
JP,theme_parks_entertainment,validation,target_crosses_split,2025-01-12
JP,theme_parks_entertainment,validation,target_crosses_split,2025-01-19
JP,theme_parks_entertainment,validation,target_crosses_split,2025-01-26
JP,theme_parks_entertainment,validation,target_crosses_split,2025-02-02
JP,theme_parks_entertainment,validation,target_crosses_split,2025-02-09
JP,theme_parks_entertainment,validation,target_crosses_split,2025-02-16
JP,theme_parks_entertainment,validation,target_crosses_split,2025-02-23
JP,theme_parks_entertainment,validation,target_crosses_split,2025-03-02
JP,urban_city,train,pandemic_gap,2019-10-06
JP,urban_city,train,pandemic_gap,2019-10-13
JP,urban_city,train,pandemic_gap,2019-10-20
JP,urban_city,train,pandemic_gap,2019-10-27
JP,urban_city,train,pandemic_gap,2019-11-03
JP,urban_city,train,pandemic_gap,2019-11-10
JP,urban_city,train,pandemic_gap,2019-11-17
JP,urban_city,train,pandemic_gap,2019-11-24
JP,urban_city,train,pandemic_gap,2019-12-01
JP,urban_city,train,pandemic_gap,2019-12-08
JP,urban_city,train,pandemic_gap,2019-12-15
JP,urban_city,train,pandemic_gap,2019-12-22
JP,urban_city,train,pandemic_gap,2023-01-01
JP,urban_city,train,pandemic_gap,2023-01-08
JP,urban_city,train,pandemic_gap,2023-01-15
JP,urban_city,train,pandemic_gap,2023-01-22
JP,urban_city,train,pandemic_gap,2023-01-29
JP,urban_city,train,pandemic_gap,2023-02-05
JP,urban_city,train,pandemic_gap,2023-02-12
JP,urban_city,train,pandemic_gap,2023-02-19
JP,urban_city,train,pandemic_gap,2023-02-26
JP,urban_city,train,pandemic_gap,2023-03-05
JP,urban_city,train,pandemic_gap,2023-03-12
JP,urban_city,train,pandemic_gap,2023-03-19
JP,urban_city,train,pandemic_gap,2023-03-26
JP,urban_city,train,pandemic_gap,2023-04-02
JP,urban_city,train,pandemic_gap,2023-04-09
JP,urban_city,train,pandemic_gap,2023-04-16
JP,urban_city,train,pandemic_gap,2023-04-23
JP,urban_city,train,pandemic_gap,2023-04-30
JP,urban_city,train,pandemic_gap,2023-05-07
JP,urban_city,train,pandemic_gap,2023-05-14
JP,urban_city,train,pandemic_gap,2023-05-21
JP,urban_city,train,pandemic_gap,2023-05-28
JP,urban_city,train,pandemic_gap,2023-06-04
JP,urban_city,train,pandemic_gap,2023-06-11
JP,urban_city,train,pandemic_gap,2023-06-18
JP,urban_city,train,pandemic_gap,2023-06-25
JP,urban_city,train,pandemic_gap,2023-07-02
JP,urban_city,train,pandemic_gap,2023-07-09
JP,urban_city,train,pandemic_gap,2023-07-16
JP,urban_city,train,pandemic_gap,2023-07-23
JP,urban_city,train,pandemic_gap,2023-07-30
JP,urban_city,train,pandemic_gap,2023-08-06
JP,urban_city,train,pandemic_gap,2023-08-13
JP,urban_city,train,pandemic_gap,2023-08-20
JP,urban_city,train,pandemic_gap,2023-08-27
JP,urban_city,train,pandemic_gap,2023-09-03
JP,urban_city,train,pandemic_gap,2023-09-10
JP,urban_city,train,pandemic_gap,2023-09-17
JP,urban_city,train,pandemic_gap,2023-09-24
JP,urban_city,train,pandemic_gap,2023-10-01
JP,urban_city,train,pandemic_gap,2023-10-08
JP,urban_city,train,pandemic_gap,2023-10-15
JP,urban_city,train,pandemic_gap,2023-10-22
JP,urban_city,train,pandemic_gap,2023-10-29
JP,urban_city,train,pandemic_gap,2023-11-05
JP,urban_city,train,pandemic_gap,2023-11-12
JP,urban_city,train,pandemic_gap,2023-11-19
JP,urban_city,train,pandemic_gap,2023-11-26
JP,urban_city,train,pandemic_gap,2023-12-03
JP,urban_city,train,pandemic_gap,2023-12-10
JP,urban_city,train,pandemic_gap,2023-12-17
JP,urban_city,train,target_crosses_split,2024-03-03
JP,urban_city,train,target_crosses_split,2024-03-10
JP,urban_city,train,target_crosses_split,2024-03-17
JP,urban_city,train,target_crosses_split,2024-03-24
JP,urban_city,train,target_crosses_split,2024-03-31
JP,urban_city,train,target_crosses_split,2024-04-07
JP,urban_city,train,target_crosses_split,2024-04-14
JP,urban_city,train,target_crosses_split,2024-04-21
JP,urban_city,train,target_crosses_split,2024-04-28
JP,urban_city,train,target_crosses_split,2024-05-05
JP,urban_city,train,target_crosses_split,2024-05-12
JP,urban_city,validation,target_crosses_split,2024-12-22
JP,urban_city,validation,target_crosses_split,2024-12-29
JP,urban_city,validation,target_crosses_split,2025-01-05
JP,urban_city,validation,target_crosses_split,2025-01-12
JP,urban_city,validation,target_crosses_split,2025-01-19
JP,urban_city,validation,target_crosses_split,2025-01-26
JP,urban_city,validation,target_crosses_split,2025-02-02
JP,urban_city,validation,target_crosses_split,2025-02-09
JP,urban_city,validation,target_crosses_split,2025-02-16
JP,urban_city,validation,target_crosses_split,2025-02-23
JP,urban_city,validation,target_crosses_split,2025-03-02
KR,accommodation_staycation,train,pandemic_gap,2019-10-06
KR,accommodation_staycation,train,pandemic_gap,2019-10-13
KR,accommodation_staycation,train,pandemic_gap,2019-10-20
KR,accommodation_staycation,train,pandemic_gap,2019-10-27
KR,accommodation_staycation,train,pandemic_gap,2019-11-03
KR,accommodation_staycation,train,pandemic_gap,2019-11-10
KR,accommodation_staycation,train,pandemic_gap,2019-11-17
KR,accommodation_staycation,train,pandemic_gap,2019-11-24
KR,accommodation_staycation,train,pandemic_gap,2019-12-01
KR,accommodation_staycation,train,pandemic_gap,2019-12-08
KR,accommodation_staycation,train,pandemic_gap,2019-12-15
KR,accommodation_staycation,train,pandemic_gap,2019-12-22
KR,accommodation_staycation,train,pandemic_gap,2023-01-01
KR,accommodation_staycation,train,pandemic_gap,2023-01-08
KR,accommodation_staycation,train,pandemic_gap,2023-01-15
KR,accommodation_staycation,train,pandemic_gap,2023-01-22
KR,accommodation_staycation,train,pandemic_gap,2023-01-29
KR,accommodation_staycation,train,pandemic_gap,2023-02-05
KR,accommodation_staycation,train,pandemic_gap,2023-02-12
KR,accommodation_staycation,train,pandemic_gap,2023-02-19
KR,accommodation_staycation,train,pandemic_gap,2023-02-26
KR,accommodation_staycation,train,pandemic_gap,2023-03-05
KR,accommodation_staycation,train,pandemic_gap,2023-03-12
KR,accommodation_staycation,train,pandemic_gap,2023-03-19
KR,accommodation_staycation,train,pandemic_gap,2023-03-26
KR,accommodation_staycation,train,pandemic_gap,2023-04-02
KR,accommodation_staycation,train,pandemic_gap,2023-04-09
KR,accommodation_staycation,train,pandemic_gap,2023-04-16
KR,accommodation_staycation,train,pandemic_gap,2023-04-23
KR,accommodation_staycation,train,pandemic_gap,2023-04-30
KR,accommodation_staycation,train,pandemic_gap,2023-05-07
KR,accommodation_staycation,train,pandemic_gap,2023-05-14
KR,accommodation_staycation,train,pandemic_gap,2023-05-21
KR,accommodation_staycation,train,pandemic_gap,2023-05-28
KR,accommodation_staycation,train,pandemic_gap,2023-06-04
KR,accommodation_staycation,train,pandemic_gap,2023-06-11
KR,accommodation_staycation,train,pandemic_gap,2023-06-18
KR,accommodation_staycation,train,pandemic_gap,2023-06-25
KR,accommodation_staycation,train,pandemic_gap,2023-07-02
KR,accommodation_staycation,train,pandemic_gap,2023-07-09
KR,accommodation_staycation,train,pandemic_gap,2023-07-16
KR,accommodation_staycation,train,pandemic_gap,2023-07-23
KR,accommodation_staycation,train,pandemic_gap,2023-07-30
KR,accommodation_staycation,train,pandemic_gap,2023-08-06
KR,accommodation_staycation,train,pandemic_gap,2023-08-13
KR,accommodation_staycation,train,pandemic_gap,2023-08-20
KR,accommodation_staycation,train,pandemic_gap,2023-08-27
KR,accommodation_staycation,train,pandemic_gap,2023-09-03
KR,accommodation_staycation,train,pandemic_gap,2023-09-10
KR,accommodation_staycation,train,pandemic_gap,2023-09-17
KR,accommodation_staycation,train,pandemic_gap,2023-09-24
KR,accommodation_staycation,train,pandemic_gap,2023-10-01
KR,accommodation_staycation,train,pandemic_gap,2023-10-08
KR,accommodation_staycation,train,pandemic_gap,2023-10-15
KR,accommodation_staycation,train,pandemic_gap,2023-10-22
KR,accommodation_staycation,train,pandemic_gap,2023-10-29
KR,accommodation_staycation,train,pandemic_gap,2023-11-05
KR,accommodation_staycation,train,pandemic_gap,2023-11-12
KR,accommodation_staycation,train,pandemic_gap,2023-11-19
KR,accommodation_staycation,train,pandemic_gap,2023-11-26
KR,accommodation_staycation,train,pandemic_gap,2023-12-03
KR,accommodation_staycation,train,pandemic_gap,2023-12-10
KR,accommodation_staycation,train,pandemic_gap,2023-12-17
KR,accommodation_staycation,train,target_crosses_split,2024-03-03
KR,accommodation_staycation,train,target_crosses_split,2024-03-10
KR,accommodation_staycation,train,target_crosses_split,2024-03-17
KR,accommodation_staycation,train,target_crosses_split,2024-03-24
KR,accommodation_staycation,train,target_crosses_split,2024-03-31
KR,accommodation_staycation,train,target_crosses_split,2024-04-07
KR,accommodation_staycation,train,target_crosses_split,2024-04-14
KR,accommodation_staycation,train,target_crosses_split,2024-04-21
KR,accommodation_staycation,train,target_crosses_split,2024-04-28
KR,accommodation_staycation,train,target_crosses_split,2024-05-05
KR,accommodation_staycation,train,target_crosses_split,2024-05-12
KR,accommodation_staycation,validation,target_crosses_split,2024-12-22
KR,accommodation_staycation,validation,target_crosses_split,2024-12-29
KR,accommodation_staycation,validation,target_crosses_split,2025-01-05
KR,accommodation_staycation,validation,target_crosses_split,2025-01-12
KR,accommodation_staycation,validation,target_crosses_split,2025-01-19
KR,accommodation_staycation,validation,target_crosses_split,2025-01-26
KR,accommodation_staycation,validation,target_crosses_split,2025-02-02
KR,accommodation_staycation,validation,target_crosses_split,2025-02-09
KR,accommodation_staycation,validation,target_crosses_split,2025-02-16
KR,accommodation_staycation,validation,target_crosses_split,2025-02-23
KR,accommodation_staycation,validation,target_crosses_split,2025-03-02
KR,adventure_nature,train,pandemic_gap,2019-10-06
KR,adventure_nature,train,pandemic_gap,2019-10-13
KR,adventure_nature,train,pandemic_gap,2019-10-20
KR,adventure_nature,train,pandemic_gap,2019-10-27
KR,adventure_nature,train,pandemic_gap,2019-11-03
KR,adventure_nature,train,pandemic_gap,2019-11-10
KR,adventure_nature,train,pandemic_gap,2019-11-17
KR,adventure_nature,train,pandemic_gap,2019-11-24
KR,adventure_nature,train,pandemic_gap,2019-12-01
KR,adventure_nature,train,pandemic_gap,2019-12-08
KR,adventure_nature,train,pandemic_gap,2019-12-15
KR,adventure_nature,train,pandemic_gap,2019-12-22
KR,adventure_nature,train,pandemic_gap,2023-01-01
KR,adventure_nature,train,pandemic_gap,2023-01-08
KR,adventure_nature,train,pandemic_gap,2023-01-15
KR,adventure_nature,train,pandemic_gap,2023-01-22
KR,adventure_nature,train,pandemic_gap,2023-01-29
KR,adventure_nature,train,pandemic_gap,2023-02-05
KR,adventure_nature,train,pandemic_gap,2023-02-12
KR,adventure_nature,train,pandemic_gap,2023-02-19
KR,adventure_nature,train,pandemic_gap,2023-02-26
KR,adventure_nature,train,pandemic_gap,2023-03-05
KR,adventure_nature,train,pandemic_gap,2023-03-12
KR,adventure_nature,train,pandemic_gap,2023-03-19
KR,adventure_nature,train,pandemic_gap,2023-03-26
KR,adventure_nature,train,pandemic_gap,2023-04-02
KR,adventure_nature,train,pandemic_gap,2023-04-09
KR,adventure_nature,train,pandemic_gap,2023-04-16
KR,adventure_nature,train,pandemic_gap,2023-04-23
KR,adventure_nature,train,pandemic_gap,2023-04-30
KR,adventure_nature,train,pandemic_gap,2023-05-07
KR,adventure_nature,train,pandemic_gap,2023-05-14
KR,adventure_nature,train,pandemic_gap,2023-05-21
KR,adventure_nature,train,pandemic_gap,2023-05-28
KR,adventure_nature,train,pandemic_gap,2023-06-04
KR,adventure_nature,train,pandemic_gap,2023-06-11
KR,adventure_nature,train,pandemic_gap,2023-06-18
KR,adventure_nature,train,pandemic_gap,2023-06-25
KR,adventure_nature,train,pandemic_gap,2023-07-02
KR,adventure_nature,train,pandemic_gap,2023-07-09
KR,adventure_nature,train,pandemic_gap,2023-07-16
KR,adventure_nature,train,pandemic_gap,2023-07-23
KR,adventure_nature,train,pandemic_gap,2023-07-30
KR,adventure_nature,train,pandemic_gap,2023-08-06
KR,adventure_nature,train,pandemic_gap,2023-08-13
KR,adventure_nature,train,pandemic_gap,2023-08-20
KR,adventure_nature,train,pandemic_gap,2023-08-27
KR,adventure_nature,train,pandemic_gap,2023-09-03
KR,adventure_nature,train,pandemic_gap,2023-09-10
KR,adventure_nature,train,pandemic_gap,2023-09-17
KR,adventure_nature,train,pandemic_gap,2023-09-24
KR,adventure_nature,train,pandemic_gap,2023-10-01
KR,adventure_nature,train,pandemic_gap,2023-10-08
KR,adventure_nature,train,pandemic_gap,2023-10-15
KR,adventure_nature,train,pandemic_gap,2023-10-22
KR,adventure_nature,train,pandemic_gap,2023-10-29
KR,adventure_nature,train,pandemic_gap,2023-11-05
KR,adventure_nature,train,pandemic_gap,2023-11-12
KR,adventure_nature,train,pandemic_gap,2023-11-19
KR,adventure_nature,train,pandemic_gap,2023-11-26
KR,adventure_nature,train,pandemic_gap,2023-12-03
KR,adventure_nature,train,pandemic_gap,2023-12-10
KR,adventure_nature,train,pandemic_gap,2023-12-17
KR,adventure_nature,train,target_crosses_split,2024-03-03
KR,adventure_nature,train,target_crosses_split,2024-03-10
KR,adventure_nature,train,target_crosses_split,2024-03-17
KR,adventure_nature,train,target_crosses_split,2024-03-24
KR,adventure_nature,train,target_crosses_split,2024-03-31
KR,adventure_nature,train,target_crosses_split,2024-04-07
KR,adventure_nature,train,target_crosses_split,2024-04-14
KR,adventure_nature,train,target_crosses_split,2024-04-21
KR,adventure_nature,train,target_crosses_split,2024-04-28
KR,adventure_nature,train,target_crosses_split,2024-05-05
KR,adventure_nature,train,target_crosses_split,2024-05-12
KR,adventure_nature,validation,target_crosses_split,2024-12-22
KR,adventure_nature,validation,target_crosses_split,2024-12-29
KR,adventure_nature,validation,target_crosses_split,2025-01-05
KR,adventure_nature,validation,target_crosses_split,2025-01-12
KR,adventure_nature,validation,target_crosses_split,2025-01-19
KR,adventure_nature,validation,target_crosses_split,2025-01-26
KR,adventure_nature,validation,target_crosses_split,2025-02-02
KR,adventure_nature,validation,target_crosses_split,2025-02-09
KR,adventure_nature,validation,target_crosses_split,2025-02-16
KR,adventure_nature,validation,target_crosses_split,2025-02-23
KR,adventure_nature,validation,target_crosses_split,2025-03-02
KR,coastal_island,train,pandemic_gap,2019-10-06
KR,coastal_island,train,pandemic_gap,2019-10-13
KR,coastal_island,train,pandemic_gap,2019-10-20
KR,coastal_island,train,pandemic_gap,2019-10-27
KR,coastal_island,train,pandemic_gap,2019-11-03
KR,coastal_island,train,pandemic_gap,2019-11-10
KR,coastal_island,train,pandemic_gap,2019-11-17
KR,coastal_island,train,pandemic_gap,2019-11-24
KR,coastal_island,train,pandemic_gap,2019-12-01
KR,coastal_island,train,pandemic_gap,2019-12-08
KR,coastal_island,train,pandemic_gap,2019-12-15
KR,coastal_island,train,pandemic_gap,2019-12-22
KR,coastal_island,train,pandemic_gap,2023-01-01
KR,coastal_island,train,pandemic_gap,2023-01-08
KR,coastal_island,train,pandemic_gap,2023-01-15
KR,coastal_island,train,pandemic_gap,2023-01-22
KR,coastal_island,train,pandemic_gap,2023-01-29
KR,coastal_island,train,pandemic_gap,2023-02-05
KR,coastal_island,train,pandemic_gap,2023-02-12
KR,coastal_island,train,pandemic_gap,2023-02-19
KR,coastal_island,train,pandemic_gap,2023-02-26
KR,coastal_island,train,pandemic_gap,2023-03-05
KR,coastal_island,train,pandemic_gap,2023-03-12
KR,coastal_island,train,pandemic_gap,2023-03-19
KR,coastal_island,train,pandemic_gap,2023-03-26
KR,coastal_island,train,pandemic_gap,2023-04-02
KR,coastal_island,train,pandemic_gap,2023-04-09
KR,coastal_island,train,pandemic_gap,2023-04-16
KR,coastal_island,train,pandemic_gap,2023-04-23
KR,coastal_island,train,pandemic_gap,2023-04-30
KR,coastal_island,train,pandemic_gap,2023-05-07
KR,coastal_island,train,pandemic_gap,2023-05-14
KR,coastal_island,train,pandemic_gap,2023-05-21
KR,coastal_island,train,pandemic_gap,2023-05-28
KR,coastal_island,train,pandemic_gap,2023-06-04
KR,coastal_island,train,pandemic_gap,2023-06-11
KR,coastal_island,train,pandemic_gap,2023-06-18
KR,coastal_island,train,pandemic_gap,2023-06-25
KR,coastal_island,train,pandemic_gap,2023-07-02
KR,coastal_island,train,pandemic_gap,2023-07-09
KR,coastal_island,train,pandemic_gap,2023-07-16
KR,coastal_island,train,pandemic_gap,2023-07-23
KR,coastal_island,train,pandemic_gap,2023-07-30
KR,coastal_island,train,pandemic_gap,2023-08-06
KR,coastal_island,train,pandemic_gap,2023-08-13
KR,coastal_island,train,pandemic_gap,2023-08-20
KR,coastal_island,train,pandemic_gap,2023-08-27
KR,coastal_island,train,pandemic_gap,2023-09-03
KR,coastal_island,train,pandemic_gap,2023-09-10
KR,coastal_island,train,pandemic_gap,2023-09-17
KR,coastal_island,train,pandemic_gap,2023-09-24
KR,coastal_island,train,pandemic_gap,2023-10-01
KR,coastal_island,train,pandemic_gap,2023-10-08
KR,coastal_island,train,pandemic_gap,2023-10-15
KR,coastal_island,train,pandemic_gap,2023-10-22
KR,coastal_island,train,pandemic_gap,2023-10-29
KR,coastal_island,train,pandemic_gap,2023-11-05
KR,coastal_island,train,pandemic_gap,2023-11-12
KR,coastal_island,train,pandemic_gap,2023-11-19
KR,coastal_island,train,pandemic_gap,2023-11-26
KR,coastal_island,train,pandemic_gap,2023-12-03
KR,coastal_island,train,pandemic_gap,2023-12-10
KR,coastal_island,train,pandemic_gap,2023-12-17
KR,coastal_island,train,target_crosses_split,2024-03-03
KR,coastal_island,train,target_crosses_split,2024-03-10
KR,coastal_island,train,target_crosses_split,2024-03-17
KR,coastal_island,train,target_crosses_split,2024-03-24
KR,coastal_island,train,target_crosses_split,2024-03-31
KR,coastal_island,train,target_crosses_split,2024-04-07
KR,coastal_island,train,target_crosses_split,2024-04-14
KR,coastal_island,train,target_crosses_split,2024-04-21
KR,coastal_island,train,target_crosses_split,2024-04-28
KR,coastal_island,train,target_crosses_split,2024-05-05
KR,coastal_island,train,target_crosses_split,2024-05-12
KR,coastal_island,validation,target_crosses_split,2024-12-22
KR,coastal_island,validation,target_crosses_split,2024-12-29
KR,coastal_island,validation,target_crosses_split,2025-01-05
KR,coastal_island,validation,target_crosses_split,2025-01-12
KR,coastal_island,validation,target_crosses_split,2025-01-19
KR,coastal_island,validation,target_crosses_split,2025-01-26
KR,coastal_island,validation,target_crosses_split,2025-02-02
KR,coastal_island,validation,target_crosses_split,2025-02-09
KR,coastal_island,validation,target_crosses_split,2025-02-16
KR,coastal_island,validation,target_crosses_split,2025-02-23
KR,coastal_island,validation,target_crosses_split,2025-03-02
KR,culinary_gastronomy,train,pandemic_gap,2019-10-06
KR,culinary_gastronomy,train,pandemic_gap,2019-10-13
KR,culinary_gastronomy,train,pandemic_gap,2019-10-20
KR,culinary_gastronomy,train,pandemic_gap,2019-10-27
KR,culinary_gastronomy,train,pandemic_gap,2019-11-03
KR,culinary_gastronomy,train,pandemic_gap,2019-11-10
KR,culinary_gastronomy,train,pandemic_gap,2019-11-17
KR,culinary_gastronomy,train,pandemic_gap,2019-11-24
KR,culinary_gastronomy,train,pandemic_gap,2019-12-01
KR,culinary_gastronomy,train,pandemic_gap,2019-12-08
KR,culinary_gastronomy,train,pandemic_gap,2019-12-15
KR,culinary_gastronomy,train,pandemic_gap,2019-12-22
KR,culinary_gastronomy,train,pandemic_gap,2023-01-01
KR,culinary_gastronomy,train,pandemic_gap,2023-01-08
KR,culinary_gastronomy,train,pandemic_gap,2023-01-15
KR,culinary_gastronomy,train,pandemic_gap,2023-01-22
KR,culinary_gastronomy,train,pandemic_gap,2023-01-29
KR,culinary_gastronomy,train,pandemic_gap,2023-02-05
KR,culinary_gastronomy,train,pandemic_gap,2023-02-12
KR,culinary_gastronomy,train,pandemic_gap,2023-02-19
KR,culinary_gastronomy,train,pandemic_gap,2023-02-26
KR,culinary_gastronomy,train,pandemic_gap,2023-03-05
KR,culinary_gastronomy,train,pandemic_gap,2023-03-12
KR,culinary_gastronomy,train,pandemic_gap,2023-03-19
KR,culinary_gastronomy,train,pandemic_gap,2023-03-26
KR,culinary_gastronomy,train,pandemic_gap,2023-04-02
KR,culinary_gastronomy,train,pandemic_gap,2023-04-09
KR,culinary_gastronomy,train,pandemic_gap,2023-04-16
KR,culinary_gastronomy,train,pandemic_gap,2023-04-23
KR,culinary_gastronomy,train,pandemic_gap,2023-04-30
KR,culinary_gastronomy,train,pandemic_gap,2023-05-07
KR,culinary_gastronomy,train,pandemic_gap,2023-05-14
KR,culinary_gastronomy,train,pandemic_gap,2023-05-21
KR,culinary_gastronomy,train,pandemic_gap,2023-05-28
KR,culinary_gastronomy,train,pandemic_gap,2023-06-04
KR,culinary_gastronomy,train,pandemic_gap,2023-06-11
KR,culinary_gastronomy,train,pandemic_gap,2023-06-18
KR,culinary_gastronomy,train,pandemic_gap,2023-06-25
KR,culinary_gastronomy,train,pandemic_gap,2023-07-02
KR,culinary_gastronomy,train,pandemic_gap,2023-07-09
KR,culinary_gastronomy,train,pandemic_gap,2023-07-16
KR,culinary_gastronomy,train,pandemic_gap,2023-07-23
KR,culinary_gastronomy,train,pandemic_gap,2023-07-30
KR,culinary_gastronomy,train,pandemic_gap,2023-08-06
KR,culinary_gastronomy,train,pandemic_gap,2023-08-13
KR,culinary_gastronomy,train,pandemic_gap,2023-08-20
KR,culinary_gastronomy,train,pandemic_gap,2023-08-27
KR,culinary_gastronomy,train,pandemic_gap,2023-09-03
KR,culinary_gastronomy,train,pandemic_gap,2023-09-10
KR,culinary_gastronomy,train,pandemic_gap,2023-09-17
KR,culinary_gastronomy,train,pandemic_gap,2023-09-24
KR,culinary_gastronomy,train,pandemic_gap,2023-10-01
KR,culinary_gastronomy,train,pandemic_gap,2023-10-08
KR,culinary_gastronomy,train,pandemic_gap,2023-10-15
KR,culinary_gastronomy,train,pandemic_gap,2023-10-22
KR,culinary_gastronomy,train,pandemic_gap,2023-10-29
KR,culinary_gastronomy,train,pandemic_gap,2023-11-05
KR,culinary_gastronomy,train,pandemic_gap,2023-11-12
KR,culinary_gastronomy,train,pandemic_gap,2023-11-19
KR,culinary_gastronomy,train,pandemic_gap,2023-11-26
KR,culinary_gastronomy,train,pandemic_gap,2023-12-03
KR,culinary_gastronomy,train,pandemic_gap,2023-12-10
KR,culinary_gastronomy,train,pandemic_gap,2023-12-17
KR,culinary_gastronomy,train,target_crosses_split,2024-03-03
KR,culinary_gastronomy,train,target_crosses_split,2024-03-10
KR,culinary_gastronomy,train,target_crosses_split,2024-03-17
KR,culinary_gastronomy,train,target_crosses_split,2024-03-24
KR,culinary_gastronomy,train,target_crosses_split,2024-03-31
KR,culinary_gastronomy,train,target_crosses_split,2024-04-07
KR,culinary_gastronomy,train,target_crosses_split,2024-04-14
KR,culinary_gastronomy,train,target_crosses_split,2024-04-21
KR,culinary_gastronomy,train,target_crosses_split,2024-04-28
KR,culinary_gastronomy,train,target_crosses_split,2024-05-05
KR,culinary_gastronomy,train,target_crosses_split,2024-05-12
KR,culinary_gastronomy,validation,target_crosses_split,2024-12-22
KR,culinary_gastronomy,validation,target_crosses_split,2024-12-29
KR,culinary_gastronomy,validation,target_crosses_split,2025-01-05
KR,culinary_gastronomy,validation,target_crosses_split,2025-01-12
KR,culinary_gastronomy,validation,target_crosses_split,2025-01-19
KR,culinary_gastronomy,validation,target_crosses_split,2025-01-26
KR,culinary_gastronomy,validation,target_crosses_split,2025-02-02
KR,culinary_gastronomy,validation,target_crosses_split,2025-02-09
KR,culinary_gastronomy,validation,target_crosses_split,2025-02-16
KR,culinary_gastronomy,validation,target_crosses_split,2025-02-23
KR,culinary_gastronomy,validation,target_crosses_split,2025-03-02
KR,cultural_heritage,train,pandemic_gap,2019-10-06
KR,cultural_heritage,train,pandemic_gap,2019-10-13
KR,cultural_heritage,train,pandemic_gap,2019-10-20
KR,cultural_heritage,train,pandemic_gap,2019-10-27
KR,cultural_heritage,train,pandemic_gap,2019-11-03
KR,cultural_heritage,train,pandemic_gap,2019-11-10
KR,cultural_heritage,train,pandemic_gap,2019-11-17
KR,cultural_heritage,train,pandemic_gap,2019-11-24
KR,cultural_heritage,train,pandemic_gap,2019-12-01
KR,cultural_heritage,train,pandemic_gap,2019-12-08
KR,cultural_heritage,train,pandemic_gap,2019-12-15
KR,cultural_heritage,train,pandemic_gap,2019-12-22
KR,cultural_heritage,train,pandemic_gap,2023-01-01
KR,cultural_heritage,train,pandemic_gap,2023-01-08
KR,cultural_heritage,train,pandemic_gap,2023-01-15
KR,cultural_heritage,train,pandemic_gap,2023-01-22
KR,cultural_heritage,train,pandemic_gap,2023-01-29
KR,cultural_heritage,train,pandemic_gap,2023-02-05
KR,cultural_heritage,train,pandemic_gap,2023-02-12
KR,cultural_heritage,train,pandemic_gap,2023-02-19
KR,cultural_heritage,train,pandemic_gap,2023-02-26
KR,cultural_heritage,train,pandemic_gap,2023-03-05
KR,cultural_heritage,train,pandemic_gap,2023-03-12
KR,cultural_heritage,train,pandemic_gap,2023-03-19
KR,cultural_heritage,train,pandemic_gap,2023-03-26
KR,cultural_heritage,train,pandemic_gap,2023-04-02
KR,cultural_heritage,train,pandemic_gap,2023-04-09
KR,cultural_heritage,train,pandemic_gap,2023-04-16
KR,cultural_heritage,train,pandemic_gap,2023-04-23
KR,cultural_heritage,train,pandemic_gap,2023-04-30
KR,cultural_heritage,train,pandemic_gap,2023-05-07
KR,cultural_heritage,train,pandemic_gap,2023-05-14
KR,cultural_heritage,train,pandemic_gap,2023-05-21
KR,cultural_heritage,train,pandemic_gap,2023-05-28
KR,cultural_heritage,train,pandemic_gap,2023-06-04
KR,cultural_heritage,train,pandemic_gap,2023-06-11
KR,cultural_heritage,train,pandemic_gap,2023-06-18
KR,cultural_heritage,train,pandemic_gap,2023-06-25
KR,cultural_heritage,train,pandemic_gap,2023-07-02
KR,cultural_heritage,train,pandemic_gap,2023-07-09
KR,cultural_heritage,train,pandemic_gap,2023-07-16
KR,cultural_heritage,train,pandemic_gap,2023-07-23
KR,cultural_heritage,train,pandemic_gap,2023-07-30
KR,cultural_heritage,train,pandemic_gap,2023-08-06
KR,cultural_heritage,train,pandemic_gap,2023-08-13
KR,cultural_heritage,train,pandemic_gap,2023-08-20
KR,cultural_heritage,train,pandemic_gap,2023-08-27
KR,cultural_heritage,train,pandemic_gap,2023-09-03
KR,cultural_heritage,train,pandemic_gap,2023-09-10
KR,cultural_heritage,train,pandemic_gap,2023-09-17
KR,cultural_heritage,train,pandemic_gap,2023-09-24
KR,cultural_heritage,train,pandemic_gap,2023-10-01
KR,cultural_heritage,train,pandemic_gap,2023-10-08
KR,cultural_heritage,train,pandemic_gap,2023-10-15
KR,cultural_heritage,train,pandemic_gap,2023-10-22
KR,cultural_heritage,train,pandemic_gap,2023-10-29
KR,cultural_heritage,train,pandemic_gap,2023-11-05
KR,cultural_heritage,train,pandemic_gap,2023-11-12
KR,cultural_heritage,train,pandemic_gap,2023-11-19
